age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome
2,3,0,1,0,4198,1,0,0,14,2,1,91,10,3
0,3,1,2,0,-242,0,0,0,13,0,6,-1,0,0
1,1,0,2,0,217,0,1,0,15,0,5,-1,0,0
0,2,0,1,0,123,0,0,0,18,0,1,-1,0,0
2,0,2,0,0,9756,0,0,0,5,0,2,95,1,2
2,8,2,1,0,802,1,0,2,3,1,2,-1,0,0
1,3,1,2,0,2085,1,0,0,9,1,2,-1,0,0
0,4,1,2,0,-196,0,0,0,2,1,1,271,1,1
0,3,0,1,0,-322,1,0,1,9,0,2,-1,0,0
0,2,0,2,0,0,0,0,1,6,0,1,-1,0,0
0,5,2,2,0,2232,1,0,0,13,1,1,-1,0,0
2,8,0,2,0,3357,1,0,0,9,0,4,-1,0,0
1,1,0,0,0,751,0,0,1,23,0,2,-1,0,0
0,5,0,2,0,957,0,0,1,21,0,1,-1,0,0
0,9,0,1,0,39,0,0,0,21,1,2,-1,0,0
2,7,1,2,0,351,0,0,1,27,0,5,-1,0,0
1,5,0,0,0,79,0,0,0,22,2,2,335,2,1
1,10,1,1,0,3472,1,0,0,20,2,1,183,3,1
2,8,0,2,0,817,1,0,0,14,2,1,282,4,3
0,2,0,1,0,255,0,0,0,17,0,1,-1,0,0
1,5,0,2,0,0,0,0,2,17,0,7,-1,0,0
2,7,0,2,0,2850,1,0,0,17,1,1,-1,0,0
2,3,2,0,0,-1148,0,1,1,27,0,2,-1,0,0
0,5,2,2,0,59,0,0,0,24,0,8,-1,0,0
2,0,0,0,0,1808,0,0,0,26,1,1,-1,0,0
1,2,0,2,0,889,0,0,0,10,2,1,99,5,3
2,0,0,0,0,0,1,0,0,19,0,4,-1,0,0
1,0,1,2,0,171,1,0,0,10,2,1,-1,0,0
2,4,2,0,0,1983,0,0,2,19,1,1,-1,0,0
2,7,0,2,0,0,1,0,1,5,0,1,-1,0,0
1,0,0,0,0,0,0,0,0,9,0,1,-1,0,0
1,0,1,0,0,170,1,0,0,15,0,1,-1,0,0
1,4,1,0,0,-477,1,1,0,21,0,2,-1,0,0
2,7,0,1,0,796,1,0,0,23,2,1,182,2,1
2,7,0,0,0,226,1,0,2,6,1,1,-1,0,0
2,2,0,2,0,2059,0,0,0,25,0,4,-1,0,0
0,3,1,2,0,16,1,0,0,13,0,1,-1,0,0
1,5,2,2,1,-18,0,0,1,12,0,3,-1,0,0
0,2,2,1,0,92,0,0,1,15,0,2,-1,0,0
1,5,2,2,1,-3,0,0,1,13,0,5,-1,0,0
1,8,1,2,0,622,1,0,0,28,2,2,-1,0,0
1,2,1,2,0,315,1,0,0,23,0,1,-1,0,0
1,0,1,0,0,437,1,0,0,5,0,1,92,1,3
2,7,2,2,0,5845,1,0,0,14,0,2,-1,0,0
2,0,0,0,0,19447,0,1,0,21,1,1,-1,0,0
1,2,1,1,0,882,1,1,0,29,0,8,-1,0,0
2,6,0,1,0,201,0,0,0,7,0,2,382,1,1
2,0,1,0,0,2139,1,0,0,17,1,2,-1,0,0
2,7,0,3,0,426,1,0,2,9,2,1,90,1,3
1,2,0,2,0,467,0,0,1,21,0,2,-1,0,0
0,0,0,0,0,5106,1,0,0,30,1,1,-1,0,0
1,10,1,2,0,8,1,0,0,22,1,2,-1,0,0
0,5,2,2,0,3636,1,1,0,21,1,2,-1,0,0
0,0,1,0,0,0,1,0,0,7,2,1,-1,0,0
0,0,1,0,0,1696,0,0,0,26,0,1,474,3,1
0,4,2,2,0,1959,0,0,1,30,0,1,-1,0,0
0,0,0,3,0,419,0,0,0,10,0,1,-1,0,0
0,3,0,3,0,189,1,0,0,1,2,1,107,2,3
1,2,0,2,0,687,0,0,0,14,0,2,370,1,1
1,4,1,2,0,473,0,0,0,7,0,5,-1,0,0
1,2,1,2,0,2145,0,0,0,18,0,2,-1,0,0
2,7,0,0,0,9676,1,0,2,27,2,2,-1,0,0
1,10,1,0,0,5291,1,0,0,12,1,2,92,2,1
0,3,1,2,0,7138,1,0,0,8,0,2,-1,0,0
1,5,1,2,0,747,0,0,1,26,0,2,-1,0,0
0,3,2,0,0,1871,0,0,0,17,1,1,-1,0,0
2,7,0,1,0,3334,1,0,0,14,0,4,-1,0,0
1,2,0,2,0,-498,0,0,0,21,0,1,-1,0,0
0,5,1,1,0,0,0,1,0,6,0,4,-1,0,0
1,8,0,0,0,302,0,1,0,16,1,1,-1,0,0
2,3,0,2,0,1219,1,0,0,18,0,4,-1,0,0
2,7,0,2,0,1044,1,0,2,3,0,2,-1,0,0
1,4,0,2,0,0,0,0,0,22,0,13,-1,0,0
0,0,0,0,0,372,0,0,0,3,0,2,-1,0,0
0,2,2,1,0,1792,0,0,0,31,0,6,-1,0,0
0,0,0,3,0,5172,0,0,1,29,0,3,-1,0,0
2,2,2,1,0,-191,0,0,1,15,0,1,-1,0,0
0,2,0,2,0,67,1,0,1,3,0,2,-1,0,0
0,6,0,1,0,7353,1,0,0,13,0,2,-1,0,0
2,3,0,2,0,1167,0,0,0,30,1,1,87,5,1
2,1,2,0,0,13,0,0,0,20,1,1,-1,0,0
0,3,0,2,0,2776,0,0,0,27,2,1,-1,0,0
1,3,0,0,0,636,0,0,0,4,0,4,-1,0,0
1,3,1,0,0,1012,1,0,0,14,1,1,-1,0,0
0,0,1,0,0,525,1,0,0,13,0,2,-1,0,0
2,5,2,2,0,162,0,0,1,9,0,4,-1,0,0
1,2,1,2,0,33,0,0,0,18,0,1,368,4,1
2,2,0,1,0,3873,1,0,2,21,1,1,-1,0,0
2,0,0,3,0,2240,0,0,0,2,0,2,385,1,3
0,3,0,2,0,480,1,0,0,20,2,1,-1,0,0
1,5,0,0,0,400,0,0,0,7,0,1,-1,0,0
1,10,1,2,0,213,1,0,0,27,2,1,-1,0,0
2,5,0,2,0,3608,0,0,1,13,1,1,-1,0,0
0,3,1,2,0,593,0,0,1,5,0,1,-1,0,0
1,0,1,2,0,1633,1,0,0,5,0,1,-1,0,0
2,0,2,0,0,0,1,1,0,10,0,1,-1,0,0
0,0,1,0,0,678,1,1,1,4,0,3,-1,0,0
1,5,1,2,0,678,0,0,0,4,1,1,246,4,1
2,0,2,0,0,1295,0,0,0,21,0,10,-1,0,0
0,9,0,1,0,177,0,0,1,12,0,5,-1,0,0
0,0,0,0,0,0,0,0,1,2,0,2,-1,0,0
1,2,1,2,0,-84,0,0,0,11,0,1,-1,0,0
0,4,2,2,0,-81,1,1,0,23,0,1,-1,0,0
1,3,1,2,1,25,1,0,0,2,1,1,-1,0,0
2,9,0,3,0,7,1,0,0,20,1,1,-1,0,0
0,0,0,0,0,1133,0,0,0,4,0,1,181,2,2
2,6,0,1,0,104,1,1,1,5,0,1,-1,0,0
1,10,1,0,0,294,1,0,0,5,2,1,91,2,3
1,0,0,0,0,1064,0,0,0,13,0,1,-1,0,0
0,6,2,2,0,70,1,0,0,27,2,3,148,1,3
2,8,0,2,0,3188,0,0,0,3,1,3,-1,0,0
2,7,0,2,0,665,0,0,0,22,1,2,-1,0,0
0,0,0,0,0,60,1,0,1,16,0,6,-1,0,0
0,2,1,2,0,75,0,0,1,1,0,9,-1,0,0
0,8,0,0,0,2812,0,0,0,30,1,1,-1,0,0
0,0,1,0,0,2646,1,0,0,14,1,1,-1,0,0
0,3,1,2,1,12,1,0,0,12,0,2,-1,0,0
1,0,0,0,0,8312,1,0,0,29,0,13,-1,0,0
2,2,2,2,0,1613,0,0,0,3,1,1,270,3,1
2,5,0,2,0,3676,1,0,0,18,2,1,95,3,3
0,2,1,2,1,-386,1,1,0,20,1,1,-1,0,0
2,7,2,1,0,694,1,0,0,29,2,1,102,1,2
0,5,1,0,0,18,0,1,0,30,1,1,-1,0,0
1,4,1,2,0,198,1,0,0,5,0,2,-1,0,0
2,7,0,1,0,763,1,0,0,24,1,2,-1,0,0
1,10,1,2,0,2488,1,0,0,8,1,2,38,10,2
0,2,2,2,0,-566,0,0,1,26,0,2,-1,0,0
0,0,1,0,0,2048,0,0,0,18,2,1,804,1,1
1,0,0,2,0,3935,0,0,1,29,0,2,-1,0,0
2,4,0,2,0,-229,1,1,0,23,0,10,-1,0,0
2,5,0,2,0,3735,1,0,0,22,2,1,188,9,3
0,2,2,2,0,-11,1,0,1,5,0,2,-1,0,0
2,2,1,2,0,-552,1,1,0,21,1,2,-1,0,0
0,2,0,1,0,378,0,0,1,9,0,1,-1,0,0
1,3,1,0,0,4665,0,0,1,21,0,2,-1,0,0
2,4,0,2,0,158,0,0,1,19,0,1,-1,0,0
1,4,2,2,0,2411,0,0,0,23,2,1,161,1,1
2,0,0,0,0,3463,1,1,0,28,2,1,-1,0,0
1,0,1,0,0,41,1,0,0,21,0,5,-1,0,0
0,3,1,2,0,201,1,0,0,22,0,2,-1,0,0
0,0,1,0,0,490,1,0,0,28,0,8,98,1,1
2,3,0,0,0,876,1,0,0,27,2,3,541,3,3
2,9,0,3,0,209,0,0,1,6,0,2,-1,0,0
1,3,1,0,0,2325,1,0,0,2,1,1,-1,0,0
0,5,0,2,0,204,0,0,0,3,0,2,-1,0,0
0,3,0,0,0,794,1,0,2,2,1,1,-1,0,0
1,2,0,2,0,661,0,0,0,18,0,1,-1,0,0
0,5,1,2,0,163,0,0,0,30,2,2,-1,0,0
2,0,0,0,0,0,1,0,0,27,2,1,-1,0,0
2,2,0,1,0,306,1,0,0,28,0,3,181,1,3
0,5,0,0,0,0,0,0,0,21,0,1,-1,0,0
0,6,0,2,0,-278,0,0,0,28,0,2,-1,0,0
2,6,0,1,0,7195,1,0,0,21,1,2,-1,0,0
0,2,0,2,0,1451,1,0,0,1,0,1,-1,0,0
0,0,2,0,0,388,0,0,1,8,0,2,-1,0,0
1,4,0,2,0,-331,0,0,1,23,0,5,-1,0,0
2,2,0,2,0,4380,1,0,2,19,0,7,-1,0,0
2,0,1,2,0,290,0,0,0,21,0,2,-1,0,0
0,4,2,2,0,282,0,0,0,17,0,1,-1,0,0
2,3,0,2,0,2308,1,0,0,30,1,1,87,1,2
2,5,0,2,0,45,1,0,1,5,0,1,-1,0,0
0,3,0,0,0,1161,0,0,1,8,0,1,-1,0,0
1,3,1,2,0,389,0,0,0,11,0,7,-1,0,0
2,3,2,3,0,629,0,0,0,8,0,1,-1,0,0
0,5,0,2,0,5346,0,1,1,21,2,1,-1,0,0
2,1,0,1,0,362,1,1,0,29,0,6,-1,0,0
0,4,1,2,0,3403,0,0,0,12,1,2,97,2,3
2,7,2,1,0,639,1,0,2,18,0,3,-1,0,0
2,3,0,2,0,-315,1,1,0,10,0,1,-1,0,0
0,5,1,2,0,1020,0,0,1,19,0,1,-1,0,0
2,5,0,2,0,459,1,0,0,5,1,1,-1,0,0
0,3,1,0,0,470,0,0,0,25,0,13,-1,0,0
0,2,0,2,0,1049,0,0,0,14,0,4,-1,0,0
2,4,0,0,0,4256,0,0,0,16,0,3,761,1,2
0,2,2,1,0,-311,0,0,1,23,0,1,-1,0,0
2,7,0,1,0,0,1,0,0,5,0,2,-1,0,0
0,3,0,2,0,4508,0,0,0,18,1,1,-1,0,0
1,0,0,0,0,102,0,0,0,5,1,7,426,3,2
0,2,0,2,0,1587,0,0,0,28,0,2,-1,0,0
1,1,1,2,0,3672,0,1,1,28,0,1,-1,0,0
1,3,1,2,0,113,1,0,0,12,1,2,183,4,3
2,1,2,0,0,6610,1,0,0,24,1,2,-1,0,0
0,3,0,2,0,0,1,0,0,28,0,4,-1,0,0
2,3,0,0,0,1235,1,0,0,13,0,3,-1,0,0
0,3,1,2,0,879,1,1,0,7,0,4,-1,0,0
1,3,1,2,0,505,1,1,0,17,1,2,-1,0,0
0,3,0,0,0,0,1,0,1,20,0,1,-1,0,0
0,5,0,2,0,205,1,0,0,3,1,1,-1,0,0
0,2,2,1,0,-308,0,0,0,12,0,1,-1,0,0
1,5,0,2,0,897,1,0,0,5,0,1,-1,0,0
2,7,0,0,0,846,1,0,0,11,1,1,181,3,1
1,2,1,2,0,-416,0,0,1,16,0,2,-1,0,0
2,0,0,0,0,8295,1,0,0,5,0,1,-1,0,0
2,8,0,2,0,610,0,0,2,29,0,2,-1,0,0
0,9,1,0,0,145,0,0,0,18,0,2,-1,0,0
0,0,2,0,0,69,0,0,0,6,0,2,280,2,1
1,10,1,0,0,0,1,0,0,28,2,2,105,7,2
1,0,1,0,0,12569,1,0,0,9,2,1,295,1,1
2,7,2,0,0,3810,0,0,0,16,1,1,183,1,1
2,6,2,1,1,1238,1,0,1,5,0,1,-1,0,0
0,1,0,0,0,134,1,0,0,28,0,4,-1,0,0
0,5,0,0,0,69,1,1,0,4,0,3,1,6,3
2,2,0,2,0,2039,0,0,0,6,0,1,169,2,1
1,5,1,2,0,1070,0,0,1,19,0,1,357,1,2
2,3,0,2,1,-1680,0,1,1,27,0,4,-1,0,0
2,3,0,2,0,5,1,0,1,9,0,6,-1,0,0
1,4,1,2,0,54,0,0,1,28,0,2,-1,0,0
2,1,0,3,0,2094,1,0,0,8,0,6,-1,0,0
2,1,2,1,0,4382,0,0,2,18,0,4,-1,0,0
2,3,0,2,0,568,0,0,0,2,2,2,386,1,3
0,2,1,2,0,3,1,0,0,19,1,1,-1,0,0
1,0,1,0,0,1027,0,0,0,14,0,1,-1,0,0
1,3,1,2,0,333,1,1,2,12,1,1,-1,0,0
1,2,1,2,0,697,1,0,0,6,1,2,-1,0,0
0,4,0,2,0,1337,1,0,0,17,2,2,127,3,3
2,7,0,2,0,921,1,0,2,17,1,2,-1,0,0
1,2,1,2,0,908,0,0,1,20,0,1,-1,0,0
1,2,1,1,0,-887,0,0,0,18,0,2,-1,0,0
2,7,0,2,0,-1206,0,0,0,15,0,2,-1,0,0
2,5,0,2,0,197,0,0,0,13,1,1,182,2,1
0,0,0,0,0,3050,0,0,0,13,0,1,-1,0,0
0,3,0,0,0,3234,1,0,0,18,1,2,-1,0,0
1,2,0,2,0,-478,1,1,0,8,0,2,-1,0,0
2,3,0,2,0,117,1,0,0,24,0,2,88,4,2
0,3,0,2,0,226,0,0,1,30,0,3,-1,0,0
2,5,0,2,0,0,1,0,0,28,2,1,98,2,1
1,2,0,2,0,204,0,1,0,17,1,3,-1,0,0
0,5,1,2,0,0,1,0,0,20,1,1,-1,0,0
0,5,0,2,0,920,0,1,1,27,0,1,-1,0,0
2,3,1,0,0,-551,0,0,0,11,0,2,-1,0,0
1,4,0,2,0,386,1,0,0,12,1,1,92,4,1
0,0,2,0,0,0,0,0,2,29,2,1,-1,0,0
0,0,2,0,0,369,0,0,2,22,0,3,-1,0,0
2,4,0,2,0,812,1,0,0,31,0,6,-1,0,0
1,5,0,2,0,0,0,1,0,18,1,3,-1,0,0
1,4,1,2,0,1347,1,0,2,18,0,6,92,5,2
2,0,0,0,0,9339,0,0,2,18,1,3,172,3,2
1,2,1,2,0,592,0,1,1,27,0,1,-1,0,0
2,7,2,0,0,0,1,0,0,13,1,2,-1,0,0
1,5,0,2,0,1158,0,0,0,20,1,2,-1,0,0
0,5,0,3,0,2323,1,0,0,19,1,1,-1,0,0
2,3,0,2,0,1130,0,0,0,23,0,2,-1,0,0
2,7,0,2,0,8304,1,0,2,9,0,1,64,12,1
2,0,1,0,0,2,0,0,2,11,0,3,-1,0,0
1,3,1,2,0,227,1,0,0,30,1,1,-1,0,0
1,5,0,2,0,122,0,0,1,16,0,1,-1,0,0
0,3,2,2,0,487,1,1,0,11,0,3,-1,0,0
2,9,0,0,0,459,0,0,0,29,0,4,-1,0,0
0,4,0,2,0,1328,0,0,1,6,0,4,-1,0,0
0,5,0,0,0,1988,1,0,0,27,2,2,130,2,1
0,3,0,2,0,1633,0,0,1,19,0,3,-1,0,0
2,2,1,1,0,2146,0,0,0,7,0,2,353,2,2
2,7,2,1,0,7179,1,0,0,5,1,1,-1,0,0
2,0,0,2,0,985,1,0,0,18,0,6,-1,0,0
2,7,2,2,0,1490,1,0,0,8,0,1,-1,0,0
0,3,0,2,0,351,0,0,0,9,0,1,-1,0,0
0,0,0,0,0,5355,1,0,2,17,1,4,-1,0,0
0,5,0,2,0,1123,1,1,1,28,0,1,-1,0,0
0,0,0,0,0,3872,1,0,0,15,2,1,-1,0,0
2,2,0,1,0,1472,1,0,1,20,0,4,-1,0,0
0,0,1,0,0,695,1,0,0,28,2,1,-1,0,0
0,0,0,0,0,2682,0,0,0,9,0,1,-1,0,0
0,5,1,2,0,0,0,0,0,16,1,2,-1,0,0
1,0,0,0,0,1942,0,1,0,21,1,2,178,3,2
1,4,1,2,0,-427,0,1,1,21,0,2,-1,0,0
1,0,2,0,0,883,0,0,0,10,2,1,185,5,2
0,0,0,0,0,326,0,0,0,5,0,1,-1,0,0
1,2,0,2,0,1495,0,1,1,23,0,3,-1,0,0
2,7,0,0,0,701,1,0,0,6,0,2,-1,0,0
2,4,0,2,0,47,1,0,1,5,0,2,-1,0,0
2,7,0,1,0,4657,1,0,0,16,1,5,-1,0,0
0,5,0,2,0,70,0,0,0,27,2,2,-1,0,0
2,6,0,1,0,889,1,0,2,7,0,1,-1,0,0
0,5,0,2,0,21515,0,0,1,5,0,1,-1,0,0
0,5,2,2,0,936,1,0,0,30,2,1,-1,0,0
0,2,0,2,0,685,0,0,1,6,0,1,-1,0,0
1,0,1,0,0,1445,1,0,0,26,1,2,143,2,3
1,4,0,2,0,61,0,0,0,8,0,5,-1,0,0
0,9,0,1,1,66,0,1,0,6,1,1,-1,0,0
1,2,0,2,0,64,0,0,1,13,0,3,-1,0,0
1,0,0,0,0,4148,0,0,0,21,1,3,99,9,2
2,7,0,0,0,14220,0,0,0,9,2,1,-1,0,0
2,11,0,3,0,677,1,0,0,7,0,1,99,4,3
0,3,1,0,0,197,1,0,0,30,1,1,-1,0,0
1,4,2,2,0,330,0,0,1,12,0,2,-1,0,0
1,2,0,2,0,-76,0,0,1,12,0,3,-1,0,0
2,9,2,3,1,-701,0,0,0,30,0,2,-1,0,0
2,2,0,2,0,2887,1,0,0,21,0,10,-1,0,0
0,4,0,2,0,124,0,0,0,31,0,5,-1,0,0
1,3,0,2,0,133,1,0,0,4,0,1,-1,0,0
1,2,0,2,0,119,1,0,0,4,0,5,-1,0,0
2,0,1,0,0,1200,1,0,0,14,0,3,-1,0,0
1,0,0,0,0,1412,0,0,1,19,0,1,-1,0,0
2,2,1,3,0,2443,1,0,1,18,0,1,-1,0,0
1,4,0,1,0,228,0,0,0,21,0,6,-1,0,0
2,5,0,2,0,0,1,0,0,23,2,2,238,3,3
0,1,0,0,0,137,0,1,1,5,0,1,-1,0,0
1,4,1,2,0,133,1,0,0,15,1,1,-1,0,0
0,0,0,0,0,3436,1,0,0,21,1,4,-1,0,0
0,9,0,2,0,2971,1,0,0,4,0,4,164,2,1
2,0,1,0,0,83,1,0,0,26,0,6,-1,0,0
1,4,1,2,0,0,1,0,0,29,0,23,-1,0,0
2,0,0,0,0,-1224,0,0,0,7,0,4,-1,0,0
0,2,0,1,0,-97,0,0,0,3,1,4,271,5,1
0,3,0,2,0,3285,0,0,1,13,0,2,-1,0,0
0,6,0,0,0,1265,0,0,0,15,0,5,179,4,1
1,3,0,0,0,396,0,0,0,13,0,3,-1,0,0
1,0,0,0,0,1808,0,0,1,4,0,4,-1,0,0
1,2,0,2,0,631,0,0,1,23,0,4,-1,0,0
1,2,1,2,0,811,0,0,0,14,0,1,-1,0,0
2,6,0,2,0,0,1,0,0,22,0,2,-1,0,0
1,3,1,3,0,59,1,0,0,15,0,4,-1,0,0
1,5,1,0,0,-59,1,1,1,4,0,1,-1,0,0
0,0,0,0,0,495,1,0,0,12,2,3,182,6,3
0,8,0,2,0,978,1,0,0,29,2,3,209,3,3
0,0,1,0,0,633,0,0,0,17,1,3,-1,0,0
2,6,1,0,0,3727,1,0,1,12,0,6,-1,0,0
0,4,0,2,0,1981,1,0,1,17,0,2,-1,0,0
2,0,2,1,0,255,1,0,0,19,1,1,-1,0,0
0,4,0,2,0,0,0,0,1,20,0,2,-1,0,0
0,1,0,2,0,548,1,0,0,12,0,4,-1,0,0
0,3,1,0,0,0,1,0,0,28,0,2,-1,0,0
2,2,0,1,0,-133,1,0,1,5,0,2,-1,0,0
1,2,0,1,0,329,0,0,0,3,1,1,-1,0,0
1,10,1,2,0,302,1,0,0,16,0,1,-1,0,0
0,3,0,0,0,177,0,0,2,11,0,2,-1,0,0
2,11,0,2,0,2206,1,0,0,12,1,1,99,2,2
2,7,0,2,0,2917,1,0,0,6,2,1,-1,0,0
1,2,1,1,0,1128,0,0,1,30,0,4,-1,0,0
0,0,1,0,0,623,1,0,0,28,0,4,144,4,2
2,7,0,2,0,935,1,0,0,26,2,1,104,1,2
1,0,1,0,0,2506,1,0,0,17,1,1,-1,0,0
1,9,1,0,0,890,0,1,0,28,0,10,-1,0,0
1,0,1,0,0,424,1,0,0,16,1,4,-1,0,0
2,7,0,1,0,279,1,0,0,28,2,3,-1,0,0
0,0,0,0,0,1199,1,0,0,4,0,1,1,1,3
0,6,0,1,0,2929,1,0,0,14,0,2,-1,0,0
0,0,0,0,0,495,1,0,0,5,0,3,97,2,3
0,3,2,2,0,-824,0,0,0,7,0,3,-1,0,0
0,5,2,0,0,4303,0,0,1,23,0,1,-1,0,0
0,9,0,2,0,104,0,0,0,18,0,3,-1,0,0
0,1,1,0,0,2734,0,0,0,12,0,4,-1,0,0
0,3,0,2,0,57,1,0,1,28,0,1,-1,0,0
0,4,0,1,0,179,1,0,1,9,0,1,-1,0,0
2,7,0,1,0,425,1,0,2,22,0,1,140,1,1
0,1,0,2,0,104,1,0,1,17,0,1,-1,0,0
2,0,0,0,0,0,1,0,0,28,0,16,-1,0,0
1,0,0,0,0,1480,0,0,0,18,0,1,-1,0,0
1,5,1,0,0,760,0,0,0,27,0,3,89,2,1
0,3,1,0,0,1646,0,0,0,4,1,1,184,6,3
2,8,0,1,0,980,0,0,0,3,2,1,-1,0,0
2,11,0,3,0,0,1,0,1,20,0,2,-1,0,0
1,5,0,2,0,76,0,0,1,21,0,2,-1,0,0
1,3,0,2,0,6699,1,0,0,9,1,1,462,1,1
0,1,0,2,0,5564,1,0,0,17,1,2,-1,0,0
1,5,0,2,0,95,0,0,0,30,1,1,-1,0,0
1,3,1,2,0,433,1,0,0,11,0,2,-1,0,0
0,0,0,2,0,724,0,0,0,14,0,2,415,1,1
2,2,0,2,0,810,0,0,1,14,0,14,-1,0,0
1,0,1,0,0,201,0,0,0,17,2,2,-1,0,0
1,10,1,0,0,1433,0,0,0,15,0,1,-1,0,0
2,3,0,0,0,523,0,0,0,3,2,2,-1,0,0
2,3,0,2,0,841,0,0,1,29,0,2,-1,0,0
0,2,0,2,0,1205,0,0,0,20,1,4,153,1,1
0,9,0,2,0,-139,0,1,1,27,0,2,-1,0,0
0,3,1,2,0,318,1,1,0,25,0,5,-1,0,0
0,0,1,2,0,1511,0,0,0,16,1,1,-1,0,0
